Item_Type,Item_MRP,Outlet_Identifier,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
Fruits and Vegetables,191.2162,OUT027,Tier 3,Supermarket Type3,7504.2318
Canned,59.4904,OUT018,Tier 3,Supermarket Type2,644.4944
Starchy Foods,263.0252,OUT013,Tier 3,Supermarket Type1,2885.5772
Frozen Foods,125.2678,OUT035,Tier 2,Supermarket Type1,1017.3424
Fruits and Vegetables,120.3098,OUT035,Tier 2,Supermarket Type1,2530.7058
Health and Hygiene,109.8596,OUT018,Tier 3,Supermarket Type2,1617.894
Baking Goods,106.2622,OUT027,Tier 3,Supermarket Type3,2328.9684
Fruits and Vegetables,189.253,OUT049,Tier 1,Supermarket Type1,1328.271
Household,207.727,OUT010,Tier 3,Grocery Store,209.727
Canned,177.9686,OUT046,Tier 1,Supermarket Type1,1244.3802
Baking Goods,101.7016,OUT017,Tier 2,Supermarket Type1,1518.024
Fruits and Vegetables,139.1838,OUT045,Tier 2,Supermarket Type1,1685.8056
Frozen Foods,193.3162,OUT046,Tier 1,Supermarket Type1,3078.6592
Soft Drinks,192.6846,OUT046,Tier 1,Supermarket Type1,2866.269
Fruits and Vegetables,147.5418,OUT010,Tier 3,Grocery Store,294.2836
Household,174.0422,OUT049,Tier 1,Supermarket Type1,2069.3064
Breads,260.4594,OUT010,Tier 3,Grocery Store,1046.6376
Soft Drinks,184.8924,OUT046,Tier 1,Supermarket Type1,4442.2176
Fruits and Vegetables,148.0734,OUT017,Tier 2,Supermarket Type1,1930.1542
Frozen Foods,128.0678,OUT045,Tier 2,Supermarket Type1,1780.3492
Soft Drinks,246.0486,OUT045,Tier 2,Supermarket Type1,7086.1094
Seafood,158.6604,OUT019,Tier 1,Grocery Store,316.9208
Others,189.853,OUT013,Tier 3,Supermarket Type1,3415.554
Canned,216.5824,OUT045,Tier 2,Supermarket Type1,5241.1776
Hard Drinks,74.738,OUT046,Tier 1,Supermarket Type1,1025.332
Seafood,50.7982,OUT035,Tier 2,Supermarket Type1,473.3838
Household,115.015,OUT049,Tier 1,Supermarket Type1,2912.875
Snack Foods,248.9092,OUT045,Tier 2,Supermarket Type1,5976.2208
Baking Goods,172.4764,OUT019,Tier 1,Grocery Store,687.1056
Canned,111.4228,OUT017,Tier 2,Supermarket Type1,2984.1156
Health and Hygiene,42.177,OUT027,Tier 3,Supermarket Type3,1255.033
Household,246.446,OUT017,Tier 2,Supermarket Type1,3695.19
Canned,214.0218,OUT045,Tier 2,Supermarket Type1,1068.609
Fruits and Vegetables,122.4414,OUT049,Tier 1,Supermarket Type1,1583.9382
Snack Foods,220.4798,OUT018,Tier 3,Supermarket Type2,661.1394
Frozen Foods,62.7168,OUT049,Tier 1,Supermarket Type1,958.752
Fruits and Vegetables,190.3872,OUT045,Tier 2,Supermarket Type1,2836.308
Household,164.0552,OUT027,Tier 3,Supermarket Type3,5523.4768
Health and Hygiene,50.3034,OUT049,Tier 1,Supermarket Type1,972.068
Fruits and Vegetables,111.9886,OUT046,Tier 1,Supermarket Type1,3002.0922
Dairy,119.044,OUT035,Tier 2,Supermarket Type1,1198.44
Household,251.9698,OUT046,Tier 1,Supermarket Type1,4566.0564
Frozen Foods,258.1962,OUT017,Tier 2,Supermarket Type1,4402.9354
Frozen Foods,255.3698,OUT027,Tier 3,Supermarket Type3,4819.7262
Fruits and Vegetables,260.7252,OUT046,Tier 1,Supermarket Type1,6033.4796
Fruits and Vegetables,257.633,OUT013,Tier 3,Supermarket Type1,1537.998
Snack Foods,168.0816,OUT018,Tier 3,Supermarket Type2,2181.1608
Snack Foods,139.1838,OUT027,Tier 3,Supermarket Type3,4916.933
Breakfast,59.2588,OUT035,Tier 2,Supermarket Type1,801.6232
Dairy,247.4802,OUT045,Tier 2,Supermarket Type1,1474.0812
Dairy,238.7538,OUT049,Tier 1,Supermarket Type1,3605.307
Fruits and Vegetables,109.8912,OUT013,Tier 3,Supermarket Type1,873.5296
Household,46.9376,OUT013,Tier 3,Supermarket Type1,575.2512
Baking Goods,49.0008,OUT017,Tier 2,Supermarket Type1,860.2136
Soft Drinks,40.5138,OUT019,Tier 1,Grocery Store,40.6138
Fruits and Vegetables,87.7882,OUT019,Tier 1,Grocery Store,515.3292
Household,237.9248,OUT049,Tier 1,Supermarket Type1,2133.2232
Fruits and Vegetables,121.2756,OUT018,Tier 3,Supermarket Type2,2181.1608
Snack Foods,124.9704,OUT045,Tier 2,Supermarket Type1,2253.0672
Soft Drinks,39.9822,OUT035,Tier 2,Supermarket Type1,746.3618
Snack Foods,104.9622,OUT018,Tier 3,Supermarket Type2,1482.0708
Frozen Foods,98.6726,OUT017,Tier 2,Supermarket Type1,1272.3438
Fruits and Vegetables,116.6466,OUT010,Tier 3,Grocery Store,117.8466
Snack Foods,120.044,OUT027,Tier 3,Supermarket Type3,4434.228
Snack Foods,180.466,OUT013,Tier 3,Supermarket Type1,719.064
Dairy,181.6318,OUT027,Tier 3,Supermarket Type3,1263.0226
Canned,216.3824,OUT035,Tier 2,Supermarket Type1,6114.7072
Frozen Foods,196.3768,OUT035,Tier 2,Supermarket Type1,2167.8448
Meat,41.0822,OUT013,Tier 3,Supermarket Type1,942.7728
Snack Foods,124.902,OUT013,Tier 3,Supermarket Type1,1897.53
Fruits and Vegetables,101.2016,OUT027,Tier 3,Supermarket Type3,2631.2416
Soft Drinks,141.7154,OUT013,Tier 3,Supermarket Type1,2978.1234
Soft Drinks,147.3102,OUT018,Tier 3,Supermarket Type2,2332.9632
Frozen Foods,62.1194,OUT019,Tier 1,Grocery Store,123.8388
Canned,108.5228,OUT045,Tier 2,Supermarket Type1,1989.4104
Household,216.0192,OUT035,Tier 2,Supermarket Type1,2372.9112
Soft Drinks,94.6436,OUT017,Tier 2,Supermarket Type1,1607.2412
Starchy Foods,80.896,OUT017,Tier 2,Supermarket Type1,958.752
Dairy,197.7768,OUT010,Tier 3,Grocery Store,197.0768
Snack Foods,81.396,OUT013,Tier 3,Supermarket Type1,1198.44
Starchy Foods,120.244,OUT045,Tier 2,Supermarket Type1,2277.036
Canned,197.7742,OUT035,Tier 2,Supermarket Type1,796.2968
Household,262.291,OUT019,Tier 1,Grocery Store,525.982
Starchy Foods,208.7638,OUT046,Tier 1,Supermarket Type1,3105.957
Breads,127.0994,OUT045,Tier 2,Supermarket Type1,2826.9868
Fruits and Vegetables,197.7768,OUT045,Tier 2,Supermarket Type1,3153.2288
Household,191.9504,OUT018,Tier 3,Supermarket Type2,5369.0112
Baking Goods,173.5422,OUT049,Tier 1,Supermarket Type1,3448.844
Frozen Foods,121.3098,OUT049,Tier 1,Supermarket Type1,1446.1176
Health and Hygiene,140.7812,OUT018,Tier 3,Supermarket Type2,1567.2932
Meat,154.5314,OUT027,Tier 3,Supermarket Type3,1396.1826
Fruits and Vegetables,215.7192,OUT046,Tier 1,Supermarket Type1,1078.596
Dairy,145.8102,OUT010,Tier 3,Grocery Store,291.6204
Snack Foods,79.6302,OUT045,Tier 2,Supermarket Type1,554.6114
Snack Foods,244.1828,OUT045,Tier 2,Supermarket Type1,731.0484
Fruits and Vegetables,225.6088,OUT017,Tier 2,Supermarket Type1,4250.4672
Canned,117.615,OUT018,Tier 3,Supermarket Type2,1514.695
Hard Drinks,115.0492,OUT049,Tier 1,Supermarket Type1,4054.722
Fruits and Vegetables,178.5318,OUT045,Tier 2,Supermarket Type1,3067.3406
Health and Hygiene,104.828,OUT049,Tier 1,Supermarket Type1,2343.616
Frozen Foods,52.064,OUT013,Tier 3,Supermarket Type1,852.224
Soft Drinks,192.8846,OUT049,Tier 1,Supermarket Type1,5350.3688
Canned,179.9002,OUT027,Tier 3,Supermarket Type3,4119.3046
Snack Foods,141.7154,OUT019,Tier 1,Grocery Store,425.4462
Household,119.8124,OUT045,Tier 2,Supermarket Type1,2133.2232
Dairy,215.0876,OUT045,Tier 2,Supermarket Type1,5145.3024
Meat,62.7826,OUT018,Tier 3,Supermarket Type2,1162.4868
Household,53.6614,OUT019,Tier 1,Grocery Store,165.7842
Baking Goods,222.0114,OUT045,Tier 2,Supermarket Type1,3547.3824
Household,123.1756,OUT027,Tier 3,Supermarket Type3,1211.756
Household,162.4552,OUT045,Tier 2,Supermarket Type1,2274.3728
Meat,177.237,OUT027,Tier 3,Supermarket Type3,4763.799
Seafood,238.188,OUT046,Tier 1,Supermarket Type1,5033.448
Others,65.0142,OUT049,Tier 1,Supermarket Type1,1120.5414
Soft Drinks,144.3444,OUT049,Tier 1,Supermarket Type1,2612.5992
Breakfast,168.3474,OUT017,Tier 2,Supermarket Type1,4548.0798
Dairy,173.7422,OUT017,Tier 2,Supermarket Type1,5863.0348
Household,127.9678,OUT019,Tier 1,Grocery Store,254.3356
Canned,108.9254,OUT027,Tier 3,Supermarket Type3,2713.135
Fruits and Vegetables,54.0272,OUT046,Tier 1,Supermarket Type1,447.4176
Fruits and Vegetables,86.2882,OUT018,Tier 3,Supermarket Type2,1631.8758
Fruits and Vegetables,241.3512,OUT045,Tier 2,Supermarket Type1,5331.7264
Fruits and Vegetables,146.4734,OUT049,Tier 1,Supermarket Type1,3563.3616
Frozen Foods,116.0176,OUT049,Tier 1,Supermarket Type1,1603.2464
Dairy,121.973,OUT013,Tier 3,Supermarket Type1,2709.806
Starchy Foods,239.8538,OUT017,Tier 2,Supermarket Type1,4086.0146
Snack Foods,245.3828,OUT018,Tier 3,Supermarket Type2,1705.7796
Soft Drinks,153.7972,OUT045,Tier 2,Supermarket Type1,1402.1748
Household,195.2478,OUT027,Tier 3,Supermarket Type3,7168.6686
Soft Drinks,159.9578,OUT010,Tier 3,Grocery Store,962.7468
Soft Drinks,37.319,OUT027,Tier 3,Supermarket Type3,1281.665
Frozen Foods,107.228,OUT010,Tier 3,Grocery Store,426.112
Fruits and Vegetables,176.337,OUT046,Tier 1,Supermarket Type1,1764.37
Breads,93.7436,OUT017,Tier 2,Supermarket Type1,1701.7848
Fruits and Vegetables,255.433,OUT046,Tier 1,Supermarket Type1,4357.661
Health and Hygiene,146.9102,OUT035,Tier 2,Supermarket Type1,3207.8244
Snack Foods,38.119,OUT035,Tier 2,Supermarket Type1,732.38
Hard Drinks,173.308,OUT027,Tier 3,Supermarket Type3,6751.212
Meat,77.567,OUT013,Tier 3,Supermarket Type1,306.268
Fruits and Vegetables,241.2512,OUT027,Tier 3,Supermarket Type3,8239.9408
Snack Foods,97.241,OUT046,Tier 1,Supermarket Type1,193.082
Canned,53.3982,OUT035,Tier 2,Supermarket Type1,1209.7586
Breads,155.9314,OUT046,Tier 1,Supermarket Type1,3878.285
Fruits and Vegetables,190.8162,OUT017,Tier 2,Supermarket Type1,2693.8268
Hard Drinks,43.277,OUT045,Tier 2,Supermarket Type1,649.155
Canned,199.0742,OUT045,Tier 2,Supermarket Type1,4777.7808
Baking Goods,86.9514,OUT045,Tier 2,Supermarket Type1,1416.8224
Health and Hygiene,140.4812,OUT017,Tier 2,Supermarket Type1,2422.1804
Canned,263.1884,OUT018,Tier 3,Supermarket Type2,2914.8724
Snack Foods,197.6084,OUT045,Tier 2,Supermarket Type1,2380.9008
Dairy,222.3772,OUT027,Tier 3,Supermarket Type3,1556.6404
Baking Goods,230.001,OUT019,Tier 1,Grocery Store,689.103
Breads,31.9558,OUT013,Tier 3,Supermarket Type1,373.5138
Baking Goods,91.583,OUT017,Tier 2,Supermarket Type1,539.298
Fruits and Vegetables,114.8834,OUT018,Tier 3,Supermarket Type2,1612.5676
Snack Foods,141.418,OUT019,Tier 1,Grocery Store,559.272
Frozen Foods,181.466,OUT019,Tier 1,Grocery Store,179.766
Frozen Foods,125.2678,OUT017,Tier 2,Supermarket Type1,763.0068
Hard Drinks,189.9872,OUT010,Tier 3,Grocery Store,756.3488
Dairy,44.7744,OUT045,Tier 2,Supermarket Type1,181.0976
Health and Hygiene,188.6214,OUT027,Tier 3,Supermarket Type3,6029.4848
Health and Hygiene,126.8994,OUT046,Tier 1,Supermarket Type1,3083.9856
Health and Hygiene,56.293,OUT019,Tier 1,Grocery Store,113.186
Soft Drinks,73.4696,OUT013,Tier 3,Supermarket Type1,2087.9488
Frozen Foods,179.7976,OUT049,Tier 1,Supermarket Type1,2535.3664
Health and Hygiene,148.4392,OUT013,Tier 3,Supermarket Type1,1789.6704
Meat,234.6616,OUT046,Tier 1,Supermarket Type1,4687.232
Fruits and Vegetables,229.5694,OUT013,Tier 3,Supermarket Type1,3425.541
Frozen Foods,110.7228,OUT049,Tier 1,Supermarket Type1,1657.842
Canned,184.0292,OUT046,Tier 1,Supermarket Type1,3101.2964
Fruits and Vegetables,63.2536,OUT017,Tier 2,Supermarket Type1,1347.5792
Frozen Foods,102.399,OUT017,Tier 2,Supermarket Type1,2270.378
Starchy Foods,172.3448,OUT035,Tier 2,Supermarket Type1,2556.672
Baking Goods,170.5764,OUT013,Tier 3,Supermarket Type1,3779.0808
Snack Foods,90.0514,OUT049,Tier 1,Supermarket Type1,1505.3738
Household,36.7848,OUT035,Tier 2,Supermarket Type1,782.9808
Dairy,241.1538,OUT019,Tier 1,Grocery Store,480.7076
Fruits and Vegetables,173.5738,OUT035,Tier 2,Supermarket Type1,1911.5118
Snack Foods,127.2994,OUT046,Tier 1,Supermarket Type1,642.497
Others,185.2608,OUT017,Tier 2,Supermarket Type1,1470.0864
Health and Hygiene,161.792,OUT010,Tier 3,Grocery Store,159.792
Soft Drinks,235.3958,OUT049,Tier 1,Supermarket Type1,6309.7866
Snack Foods,38.4848,OUT049,Tier 1,Supermarket Type1,633.8416
Household,112.6176,OUT018,Tier 3,Supermarket Type2,3091.9752
Frozen Foods,109.1912,OUT013,Tier 3,Supermarket Type1,1637.868
Frozen Foods,37.219,OUT017,Tier 2,Supermarket Type1,805.618
Baking Goods,162.6868,OUT017,Tier 2,Supermarket Type1,3767.0964
Fruits and Vegetables,175.337,OUT045,Tier 2,Supermarket Type1,529.311
Health and Hygiene,39.3506,OUT045,Tier 2,Supermarket Type1,645.1602
Fruits and Vegetables,40.1164,OUT035,Tier 2,Supermarket Type1,849.5608
Others,191.353,OUT018,Tier 3,Supermarket Type2,1328.271
Snack Foods,98.8358,OUT027,Tier 3,Supermarket Type3,2010.716
Snack Foods,196.5084,OUT045,Tier 2,Supermarket Type1,4364.9848
Frozen Foods,79.6302,OUT045,Tier 2,Supermarket Type1,792.302
Fruits and Vegetables,55.7298,OUT027,Tier 3,Supermarket Type3,2804.3496
Soft Drinks,240.3564,OUT045,Tier 2,Supermarket Type1,4290.4152
Baking Goods,38.1848,OUT019,Tier 1,Grocery Store,37.2848
Snack Foods,157.763,OUT018,Tier 3,Supermarket Type2,2659.871
Fruits and Vegetables,184.624,OUT035,Tier 2,Supermarket Type1,5406.296
Frozen Foods,85.5566,OUT035,Tier 2,Supermarket Type1,930.1226
Hard Drinks,229.2694,OUT046,Tier 1,Supermarket Type1,1826.9552
Snack Foods,115.4176,OUT017,Tier 2,Supermarket Type1,1145.176
Canned,112.0202,OUT017,Tier 2,Supermarket Type1,3150.5656
Frozen Foods,83.7566,OUT019,Tier 1,Grocery Store,253.6698
Frozen Foods,112.7886,OUT013,Tier 3,Supermarket Type1,1779.0176
Canned,92.7146,OUT018,Tier 3,Supermarket Type2,1185.7898
Soft Drinks,233.9958,OUT010,Tier 3,Grocery Store,467.3916
Baking Goods,78.1644,OUT017,Tier 2,Supermarket Type1,1414.1592
Baking Goods,151.1024,OUT045,Tier 2,Supermarket Type1,1518.024
Household,146.1786,OUT013,Tier 3,Supermarket Type1,3034.0506
Household,93.2094,OUT017,Tier 2,Supermarket Type1,666.4658
Canned,89.0488,OUT013,Tier 3,Supermarket Type1,181.0976
Household,105.6964,OUT013,Tier 3,Supermarket Type1,210.3928
Snack Foods,152.9366,OUT035,Tier 2,Supermarket Type1,1662.5026
Household,144.6102,OUT027,Tier 3,Supermarket Type3,3791.0652
Frozen Foods,78.7618,OUT049,Tier 1,Supermarket Type1,402.809
Baking Goods,82.425,OUT049,Tier 1,Supermarket Type1,749.025
Health and Hygiene,121.444,OUT017,Tier 2,Supermarket Type1,2516.724
Snack Foods,214.0218,OUT046,Tier 1,Supermarket Type1,5556.7668
Starchy Foods,65.5168,OUT035,Tier 2,Supermarket Type1,1022.6688
Household,174.9054,OUT010,Tier 3,Grocery Store,525.3162
Soft Drinks,196.2768,OUT045,Tier 2,Supermarket Type1,1576.6144
Baking Goods,194.611,OUT010,Tier 3,Grocery Store,392.822
Fruits and Vegetables,187.6556,OUT049,Tier 1,Supermarket Type1,5257.1568
Fruits and Vegetables,111.1886,OUT027,Tier 3,Supermarket Type3,4447.544
Health and Hygiene,190.4214,OUT027,Tier 3,Supermarket Type3,5652.642
Hard Drinks,177.5344,OUT035,Tier 2,Supermarket Type1,3033.3848
Frozen Foods,35.2558,OUT046,Tier 1,Supermarket Type1,780.9834
Fruits and Vegetables,115.8466,OUT013,Tier 3,Supermarket Type1,2474.7786
Baking Goods,50.8008,OUT010,Tier 3,Grocery Store,101.2016
Meat,152.4366,OUT017,Tier 2,Supermarket Type1,3929.5516
Baking Goods,36.8874,OUT049,Tier 1,Supermarket Type1,564.5984
Snack Foods,248.0092,OUT013,Tier 3,Supermarket Type1,1245.046
Soft Drinks,151.8024,OUT010,Tier 3,Grocery Store,151.8024
Frozen Foods,103.999,OUT049,Tier 1,Supermarket Type1,825.592
Frozen Foods,179.566,OUT018,Tier 3,Supermarket Type2,2696.49
Dairy,122.973,OUT013,Tier 3,Supermarket Type1,1231.73
Frozen Foods,53.5614,OUT018,Tier 3,Supermarket Type2,939.4438
Frozen Foods,105.3306,OUT017,Tier 2,Supermarket Type1,2090.612
Fruits and Vegetables,175.8054,OUT045,Tier 2,Supermarket Type1,2801.6864
Household,89.5514,OUT027,Tier 3,Supermarket Type3,3364.9532
Meat,213.956,OUT017,Tier 2,Supermarket Type1,2343.616
Others,164.1526,OUT046,Tier 1,Supermarket Type1,1808.9786
Snack Foods,197.9084,OUT019,Tier 1,Grocery Store,992.042
Baking Goods,241.8538,OUT046,Tier 1,Supermarket Type1,5768.4912
Baking Goods,106.0596,OUT035,Tier 2,Supermarket Type1,970.7364
Frozen Foods,176.8344,OUT013,Tier 3,Supermarket Type1,3568.688
Breads,120.0414,OUT013,Tier 3,Supermarket Type1,3533.4006
Frozen Foods,180.7976,OUT013,Tier 3,Supermarket Type1,6157.3184
Fruits and Vegetables,198.9768,OUT018,Tier 3,Supermarket Type2,4729.8432
Fruits and Vegetables,260.6278,OUT027,Tier 3,Supermarket Type3,9371.8008
Frozen Foods,81.7276,OUT017,Tier 2,Supermarket Type1,1949.4624
Frozen Foods,231.8984,OUT049,Tier 1,Supermarket Type1,4633.968
Snack Foods,182.695,OUT045,Tier 2,Supermarket Type1,4211.185
Dairy,121.673,OUT035,Tier 2,Supermarket Type1,1970.768
Health and Hygiene,199.5084,OUT017,Tier 2,Supermarket Type1,3372.9428
Soft Drinks,50.8324,OUT017,Tier 2,Supermarket Type1,934.7832
Health and Hygiene,224.0404,OUT049,Tier 1,Supermarket Type1,3375.606
Frozen Foods,138.6838,OUT046,Tier 1,Supermarket Type1,2388.2246
Dairy,193.3794,OUT013,Tier 3,Supermarket Type1,780.3176
Fruits and Vegetables,102.2332,OUT010,Tier 3,Grocery Store,102.5332
Frozen Foods,95.3094,OUT018,Tier 3,Supermarket Type2,1713.7692
Household,178.7344,OUT046,Tier 1,Supermarket Type1,1605.9096
Dairy,238.5222,OUT010,Tier 3,Grocery Store,717.0666
Household,57.1614,OUT018,Tier 3,Supermarket Type2,1381.535
Health and Hygiene,106.2596,OUT010,Tier 3,Grocery Store,215.7192
Dairy,98.0726,OUT049,Tier 1,Supermarket Type1,1076.5986
Snack Foods,170.6422,OUT013,Tier 3,Supermarket Type1,2931.5174
Household,170.0474,OUT049,Tier 1,Supermarket Type1,4211.185
Fruits and Vegetables,165.85,OUT035,Tier 2,Supermarket Type1,1830.95
Household,55.1614,OUT046,Tier 1,Supermarket Type1,939.4438
Household,108.1912,OUT035,Tier 2,Supermarket Type1,1856.2504
Canned,114.1492,OUT010,Tier 3,Grocery Store,115.8492
Canned,209.027,OUT027,Tier 3,Supermarket Type3,4613.994
Snack Foods,143.547,OUT049,Tier 1,Supermarket Type1,1431.47
Frozen Foods,122.1072,OUT049,Tier 1,Supermarket Type1,490.0288
Soft Drinks,31.89,OUT018,Tier 3,Supermarket Type2,366.19
Frozen Foods,34.4558,OUT017,Tier 2,Supermarket Type1,611.2044
Canned,86.254,OUT045,Tier 2,Supermarket Type1,2163.85
Canned,46.5376,OUT013,Tier 3,Supermarket Type1,575.2512
Dairy,247.8092,OUT019,Tier 1,Grocery Store,498.0184
Dairy,46.3718,OUT017,Tier 2,Supermarket Type1,661.8052
Fruits and Vegetables,189.1872,OUT027,Tier 3,Supermarket Type3,5294.4416
Health and Hygiene,82.3618,OUT035,Tier 2,Supermarket Type1,1208.427
Baking Goods,40.3454,OUT017,Tier 2,Supermarket Type1,838.908
Household,39.6796,OUT013,Tier 3,Supermarket Type1,660.4736
Baking Goods,156.6288,OUT049,Tier 1,Supermarket Type1,3928.22
Hard Drinks,113.986,OUT018,Tier 3,Supermarket Type2,452.744
Breakfast,155.163,OUT017,Tier 2,Supermarket Type1,782.315
Soft Drinks,151.9024,OUT046,Tier 1,Supermarket Type1,2580.6408
Household,100.8332,OUT018,Tier 3,Supermarket Type2,1537.998
Frozen Foods,120.9098,OUT049,Tier 1,Supermarket Type1,1687.1372
Dairy,206.6296,OUT018,Tier 3,Supermarket Type2,3115.944
Household,128.8968,OUT045,Tier 2,Supermarket Type1,2348.9424
Household,263.591,OUT019,Tier 1,Grocery Store,262.991
Frozen Foods,207.8954,OUT045,Tier 2,Supermarket Type1,3542.7218
Household,215.2218,OUT046,Tier 1,Supermarket Type1,4701.8796
Dairy,110.3228,OUT046,Tier 1,Supermarket Type1,1768.3648
Health and Hygiene,35.7216,OUT017,Tier 2,Supermarket Type1,519.324
Snack Foods,111.8544,OUT018,Tier 3,Supermarket Type2,1677.816
Starchy Foods,166.3526,OUT010,Tier 3,Grocery Store,164.4526
Dairy,219.8114,OUT049,Tier 1,Supermarket Type1,1108.557
Snack Foods,133.2284,OUT027,Tier 3,Supermarket Type3,4350.3372
Baking Goods,76.7328,OUT018,Tier 3,Supermarket Type2,1312.9576
Snack Foods,35.019,OUT046,Tier 1,Supermarket Type1,659.142
Frozen Foods,37.9506,OUT027,Tier 3,Supermarket Type3,910.8144
Dairy,218.3482,OUT018,Tier 3,Supermarket Type2,2409.5302
Snack Foods,145.1418,OUT017,Tier 2,Supermarket Type1,2648.5524
Others,106.028,OUT045,Tier 2,Supermarket Type1,1065.28
Canned,53.764,OUT017,Tier 2,Supermarket Type1,798.96
Soft Drinks,145.2102,OUT046,Tier 1,Supermarket Type1,3062.0142
Snack Foods,191.8478,OUT010,Tier 3,Grocery Store,774.9912
Frozen Foods,262.8936,OUT049,Tier 1,Supermarket Type1,4958.8784
Fruits and Vegetables,173.1396,OUT010,Tier 3,Grocery Store,697.7584
Meat,196.9426,OUT045,Tier 2,Supermarket Type1,2768.3964
Soft Drinks,185.1924,OUT017,Tier 2,Supermarket Type1,2591.2936
Hard Drinks,127.3362,OUT035,Tier 2,Supermarket Type1,755.0172
Canned,50.9008,OUT013,Tier 3,Supermarket Type1,354.2056
Canned,120.544,OUT019,Tier 1,Grocery Store,479.376
Breads,94.1436,OUT013,Tier 3,Supermarket Type1,1607.2412
Household,74.6354,OUT013,Tier 3,Supermarket Type1,1053.2956
Frozen Foods,99.7016,OUT046,Tier 1,Supermarket Type1,1922.8304
Canned,153.4682,OUT035,Tier 2,Supermarket Type1,1677.1502
Household,100.8016,OUT017,Tier 2,Supermarket Type1,1113.2176
Dairy,77.5012,OUT018,Tier 3,Supermarket Type2,1518.024
Snack Foods,92.3462,OUT046,Tier 1,Supermarket Type1,2406.2012
Baking Goods,173.0422,OUT013,Tier 3,Supermarket Type1,2069.3064
Canned,173.7422,OUT027,Tier 3,Supermarket Type3,3621.2862
Fruits and Vegetables,207.0638,OUT013,Tier 3,Supermarket Type1,4969.5312
Fruits and Vegetables,123.6046,OUT018,Tier 3,Supermarket Type2,1245.046
Soft Drinks,236.5564,OUT017,Tier 2,Supermarket Type1,5243.8408
Canned,51.3324,OUT018,Tier 3,Supermarket Type2,934.7832
Fruits and Vegetables,39.2848,OUT013,Tier 3,Supermarket Type1,521.9872
Snack Foods,253.0356,OUT035,Tier 2,Supermarket Type1,4578.0408
Dairy,178.3028,OUT045,Tier 2,Supermarket Type1,1062.6168
Canned,103.399,OUT046,Tier 1,Supermarket Type1,2579.975
Frozen Foods,83.9592,OUT010,Tier 3,Grocery Store,165.1184
Frozen Foods,46.1402,OUT018,Tier 3,Supermarket Type2,459.402
Dairy,167.5158,OUT045,Tier 2,Supermarket Type1,1504.0422
Canned,232.23,OUT035,Tier 2,Supermarket Type1,5126.66
Fruits and Vegetables,172.8396,OUT046,Tier 1,Supermarket Type1,2616.594
Others,37.519,OUT027,Tier 3,Supermarket Type3,842.237
Frozen Foods,112.4886,OUT035,Tier 2,Supermarket Type1,1223.0746
Frozen Foods,152.1366,OUT049,Tier 1,Supermarket Type1,755.683
Snack Foods,109.5254,OUT018,Tier 3,Supermarket Type2,1953.4572
Canned,143.0786,OUT010,Tier 3,Grocery Store,288.9572
Fruits and Vegetables,176.5054,OUT018,Tier 3,Supermarket Type2,2976.7918
Frozen Foods,191.3846,OUT045,Tier 2,Supermarket Type1,2675.1844
Canned,84.1908,OUT035,Tier 2,Supermarket Type1,755.0172
